magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
705,165,-535,-4,49,-24,77,-66,1077,13:26:27
702,196,-525,-18,-91,-31,48,-106,1032,13:26:27
705,184,-544,-8,-126,18,41,-137,956,13:26:27
694,204,-543,-7,-108,7,0,-162,909,13:26:27
709,193,-550,-5,-119,0,-7,-123,1058,13:26:27
685,198,-532,4,-91,11,65,-92,1164,13:26:27
694,199,-553,7,-126,-3,39,-117,1031,13:26:27
697,184,-555,-3,38,-39,12,-85,899,13:26:27
679,196,-528,0,42,-20,2,-106,912,13:26:27
706,192,-558,15,60,-9,3,-108,921,13:26:27
711,190,-550,-4,31,-21,-31,-9,910,13:26:27
711,190,-550,2,-56,-18,24,-10,989,13:26:27
693,186,-550,14,-65,4,0,-59,948,13:26:27
705,181,-552,12,-60,8,36,-67,955,13:26:27
687,196,-544,3,-29,-9,36,-67,955,13:26:27
687,196,-544,-11,72,-25,22,-29,959,13:26:27
696,190,-552,-16,121,0,-72,-29,926,13:26:27
711,195,-549,0,46,25,45,-14,965,13:26:27
705,178,-552,18,-27,30,103,-22,1045,13:26:27
693,189,-561,-9,60,15,7,-40,967,13:26:27
715,187,-534,25,81,75,15,-24,945,13:26:27
715,184,-571,39,-10,46,1,-42,975,13:26:27
711,187,-546,18,-15,45,41,-7,1011,13:26:27
708,175,-550,6,43,38,133,22,1041,13:26:27
702,177,-550,24,26,43,141,66,1000,13:26:27
688,175,-562,9,0,25,29,136,964,13:26:27
718,174,-559,10,4,37,63,138,993,13:26:27
718,174,-559,9,12,26,111,137,960,13:26:27
700,186,-564,2,8,8,57,112,961,13:26:27
697,175,-556,-8,59,17,39,120,923,13:26:27
733,165,-543,6,54,29,10,123,975,13:26:28
703,172,-541,17,57,6,10,123,975,13:26:28
712,171,-558,23,50,0,5,123,1015,13:26:28
724,168,-561,33,39,-6,36,115,990,13:26:28
709,183,-541,16,41,-21,47,111,1095,13:26:28
708,174,-564,11,56,-22,33,85,1087,13:26:28
721,169,-550,-6,92,-24,51,50,1029,13:26:28
706,181,-555,-12,53,-31,56,42,1021,13:26:28
721,157,-547,-25,47,-100,22,89,1026,13:26:28
723,195,-547,-10,20,-140,-28,117,1013,13:26:28
